Man United,Fulham,West Ham,Aston Villa,Nott'm Forest,Bournemouth,Newcastle,Southampton,Ipswich,Liverpool,Arsenal,Wolves,Everton,Brighton,Brentford,Crystal Palace,Chelsea,Man City,Leicester,Tottenham
50,49,51,54,61,60,66,47,41,78,79,43,42,54,58,67,55,55,30,37
54,62,38,54,62,47,60,39,42,67,78,53,49,55,53,62,33,63,42,51
47,43,64,54,47,67,47,37,50,79,62,47,44,49,50,53,54,59,54,61
47,52,50,53,48,47,59,44,40,65,80,51,47,54,47,56,48,70,38,48
55,56,52,62,56,39,62,38,35,66,72,55,39,38,56,66,59,65,37,59
56,55,43,45,67,50,64,37,49,51,70,64,45,58,45,55,69,44,43,52
59,28,39,54,60,66,50,41,36,68,60,47,51,68,42,67,40,59,38,76
63,48,43,48,59,47,62,47,33,50,75,48,52,50,58,61,45,70,53,49
41,46,48,49,68,63,52,37,46,59,78,44,49,56,47,55,50,71,42,49
54,48,59,54,59,50,52,49,47,46,76,48,58,50,66,46,58,53,34,55
54,45,48,53,59,65,42,36,36,73,67,37,64,42,57,54,65,63,53,51
59,68,34,53,50,55,55,34,29,63,72,34,66,63,49,51,53,62,46,46
49,53,58,51,61,56,45,25,38,49,67,45,49,59,64,58,61,70,36,57
58,50,45,52,51,60,53,38,48,73,57,40,52,62,47,48,49,75,44,53
65,49,42,48,48,58,62,49,38,61,73,43,35,64,51,53,48,65,50,39
60,50,51,56,42,74,48,37,36,67,82,53,39,55,51,48,45,67,37,58
59,43,43,51,55,64,59,47,28,51,73,50,47,45,62,67,54,64,47,53
57,47,36,65,61,47,61,34,36,81,70,44,47,60,41,65,53,64,57,40
55,52,56,61,47,54,55,54,49,57,66,43,46,52,48,58,46,67,51,44
56,55,41,51,55,57,65,24,34,72,76,55,43,33,57,64,55,59,54,54
46,58,48,66,44,58,57,60,50,65,70,58,52,38,56,47,58,53,41,35
65,55,37,60,55,58,63,37,30,74,65,50,46,47,38,55,60,75,33,50
57,49,37,66,47,67,61,33,39,68,52,46,29,52,52,59,58,72,58,55
58,54,47,48,55,55,66,38,53,60,78,47,46,44,44,46,60,55,41,66
51,48,63,53,51,69,52,33,44,68,66,51,53,53,48,49,50,63,40,53
60,57,46,39,55,60,66,37,32,65,74,46,38,54,64,28,64,66,45,62
74,33,58,53,50,54,52,37,33,72,79,43,48,46,62,43,56,72,29,63
68,57,50,33,60,66,55,35,38,65,58,49,50,47,69,57,49,58,40,56
62,38,50,48,57,67,70,33,33,60,65,49,54,57,52,54,50,66,52,53
63,53,42,53,50,53,45,48,23,75,93,47,45,43,53,43,59,75,48,61
62,44,47,49,61,50,39,49,49,68,60,48,56,46,56,53,48,64,40,72
70,57,46,41,53,57,55,27,44,69,69,45,36,54,53,53,66,54,44,62
45,56,52,49,50,54,61,37,51,53,82,43,51,50,52,52,50,61,48,57
51,45,39,46,53,56,71,54,34,48,71,48,58,62,58,66,53,66,38,53
57,47,43,39,53,61,48,38,48,69,74,54,41,63,61,47,62,59,43,62
51,52,57,53,58,59,50,37,41,68,68,29,63,53,47,64,61,58,41,50
48,54,42,55,48,56,66,39,33,60,70,48,56,63,42,72,55,72,27,60
57,56,44,61,67,57,62,28,34,67,73,54,45,51,49,39,61,55,45,47
51,55,47,51,40,61,59,32,40,71,67,39,70,49,48,55,53,77,36,63
45,59,47,47,38,63,49,38,46,77,69,49,39,54,64,45,58,57,42,55
47,42,44,40,39,67,63,43,51,70,74,42,34,65,65,52,55,56,43,62
55,46,36,54,56,50,63,32,37,75,76,45,47,41,43,63,49,72,52,56
56,52,52,41,47,55,52,46,53,71,70,36,53,40,57,50,64,63,44,48
35,41,62,62,52,55,62,24,47,78,66,46,53,56,58,52,43,58,33,75
47,39,40,49,50,62,56,34,44,68,78,51,32,64,52,44,50,60,56,62
56,47,48,53,48,61,70,23,38,62,80,54,47,47,58,63,67,64,42,45
46,54,51,51,61,52,48,40,30,60,67,52,60,46,50,60,49,71,45,71
52,59,51,46,54,59,51,33,52,78,62,34,51,35,46,57,63,69,44,63
40,56,47,58,53,63,51,43,48,74,74,41,46,52,47,63,46,64,31,61
40,62,38,37,74,57,44,33,26,57,89,54,45,48,56,52,58,74,55,54
58,60,39,53,79,53,53,37,42,59,72,32,45,50,53,57,62,60,48,46
46,56,47,57,57,63,49,28,35,70,75,47,42,64,50,50,57,54,62,39
42,50,44,48,52,50,60,22,47,71,66,40,48,67,73,55,57,81,44,49
49,59,37,70,52,63,54,37,43,75,65,64,38,60,50,51,52,53,43,54
51,55,33,45,62,46,63,51,36,82,68,43,33,36,61,73,56,71,41,55
53,53,52,54,57,60,56,34,47,68,77,50,45,38,41,52,59,69,41,57
58,40,50,65,59,44,53,33,33,55,92,34,53,55,54,54,51,66,45,58
56,42,35,55,42,58,47,48,39,62,82,48,60,42,57,61,54,54,60,59
50,54,48,65,60,63,62,34,39,68,60,41,44,57,50,55,59,66,37,43
51,50,50,58,54,56,60,47,46,76,56,21,51,50,56,52,51,69,41,54
49,50,48,66,63,48,57,39,31,62,68,32,54,62,51,64,50,62,44,46
50,50,60,54,51,53,55,27,47,63,45,52,41,49,65,72,62,66,48,52
56,52,51,66,49,77,44,29,38,52,66,42,44,43,61,52,55,65,54,63
55,52,47,49,56,53,66,46,26,63,72,42,35,66,64,48,49,66,40,50
47,57,61,51,46,49,51,24,48,65,77,57,39,49,59,57,52,64,52,59
56,46,39,57,56,52,68,22,33,82,56,66,52,59,53,60,63,63,36,59
55,46,40,49,64,56,69,36,42,56,64,54,51,57,47,52,61,71,38,61
48,52,33,59,49,62,47,38,53,60,79,60,41,63,55,60,49,61,35,49
37,53,39,53,60,58,56,55,40,68,52,45,50,53,43,66,58,53,38,69
61,44,43,57,54,60,54,38,26,63,69,36,56,46,63,60,68,65,34,55
55,62,44,52,59,59,57,48,48,59,68,29,38,54,49,65,64,65,32,49
54,55,31,47,51,80,60,26,23,59,85,41,45,44,52,71,43,64,53,68
44,57,57,46,47,70,37,45,40,85,71,43,45,48,63,53,66,55,46,50
62,53,45,50,63,57,53,34,34,66,59,61,46,42,37,64,61,75,41,54
61,54,44,59,63,52,48,56,48,58,61,58,41,50,63,56,49,56,32,65
44,61,58,64,51,62,62,38,28,57,70,35,54,60,45,47,62,67,37,57
48,46,39,49,53,57,59,55,25,56,71,48,49,64,56,62,61,63,43,50
51,41,40,58,47,66,51,29,46,63,68,52,45,42,53,59,53,92,35,54
56,53,38,49,62,54,44,43,43,61,64,41,47,48,46,68,66,63,51,60
49,56,37,48,70,67,66,33,30,67,61,46,48,42,44,71,59,65,54,48
55,74,45,50,48,67,56,37,38,49,62,34,44,46,42,63,54,76,43,67
31,46,41,59,56,55,57,52,27,74,58,44,57,52,47,58,65,62,57,53
55,53,41,48,55,63,51,42,39,84,76,51,46,48,37,55,75,52,38,46
65,63,51,56,48,58,59,47,41,63,68,50,42,43,49,68,52,60,26,52
64,39,58,68,46,52,63,40,49,72,76,44,34,39,44,64,55,64,43,43
50,42,43,56,79,64,40,37,47,70,74,43,48,56,50,58,52,65,38,51
51,46,42,55,67,46,55,39,32,75,66,35,52,64,55,48,55,71,46,51
41,51,50,52,47,56,65,41,44,61,73,44,49,52,60,65,44,69,28,60
58,55,60,42,56,55,58,44,35,58,76,41,38,49,45,67,68,54,48,54
53,45,47,44,71,49,54,51,45,60,79,59,55,42,46,47,55,54,44,58
57,54,47,41,58,64,49,38,43,76,82,48,46,51,48,68,45,51,40,53
66,49,33,55,56,49,52,38,53,73,63,55,40,60,61,46,53,73,26,60
56,66,62,43,26,58,66,49,39,39,81,47,55,35,50,57,58,53,53,60
65,57,46,52,46,50,53,31,46,53,76,41,54,47,55,48,62,82,48,39
46,41,50,54,40,58,74,40,35,63,59,54,47,43,53,55,55,74,50,62
63,57,50,49,37,58,64,34,38,58,57,53,54,56,45,52,54,72,55,54
49,41,65,49,59,61,57,40,40,70,58,42,58,58,45,59,45,63,39,56
51,66,49,55,52,56,53,30,44,64,59,40,32,51,71,56,48,63,40,67
47,54,52,56,39,67,60,39,38,55,63,53,29,58,56,60,56,69,50,50
57,59,44,52,59,60,65,45,40,49,62,46,57,55,49,62,59,55,41,47
55,52,51,56,52,61,58,33,38,61,71,47,47,50,48,57,66,68,37,56
51,68,38,76,48,50,57,37,47,62,76,54,45,48,58,55,53,64,32,49
46,59,47,77,52,63,45,39,39,58,70,39,41,50,45,57,55,65,52,59
34,57,67,60,66,53,57,33,25,67,81,51,55,51,50,42,61,68,43,45
63,48,42,57,48,63,62,42,29,65,66,51,51,52,48,46,64,69,40,57
50,50,37,61,51,68,39,31,31,54,69,47,63,56,58,59,71,66,39,58
63,57,55,66,62,66,57,41,26,63,70,49,39,53,44,47,46,60,45,48
57,52,44,46,56,57,63,40,41,62,70,52,41,53,59,52,56,70,35,52
46,52,58,57,40,75,55,44,35,68,70,58,36,56,48,51,52,77,29,44
42,55,48,55,48,48,66,43,24,77,85,46,44,49,70,46,51,59,42,61
53,44,41,56,60,57,59,32,44,82,66,43,52,57,61,51,48,74,29,49
49,50,41,48,65,60,61,49,43,54,56,47,51,57,56,56,61,77,40,45
55,46,46,49,55,57,50,42,39,76,62,58,42,45,63,61,66,74,31,50
58,67,47,53,59,56,55,37,39,67,60,49,47,53,51,47,61,61,32,53
59,55,34,39,47,63,51,41,45,59,77,25,48,39,51,52,81,65,64,54
53,43,41,46,60,64,68,45,38,63,69,50,35,41,51,58,65,70,49,53
60,46,32,54,75,73,47,40,41,52,85,61,48,53,47,46,44,58,29,63
54,49,47,46,41,67,52,42,32,58,78,56,59,53,41,60,60,53,50,43
63,64,43,52,47,64,51,35,34,68,60,48,51,48,66,56,50,63,60,41
57,57,46,50,62,59,51,44,36,55,65,33,56,47,54,58,51,69,36,68
60,49,45,48,47,62,59,47,48,55,75,46,55,55,58,52,60,48,33,58
48,39,42,61,41,52,59,37,42,59,73,57,55,50,60,65,58,71,40,48
39,57,43,67,51,59,55,42,54,67,63,44,42,43,48,59,62,62,47,47
55,58,36,56,52,45,48,39,51,68,66,42,38,48,65,57,62,73,45,58
62,42,48,38,74,56,50,50,35,71,67,39,51,55,54,52,54,65,36,63
41,45,56,55,55,61,50,44,46,68,73,39,55,51,44,59,67,55,37,51
48,55,61,54,54,55,66,42,28,63,73,48,47,60,51,48,45,55,42,59
46,42,40,62,35,54,46,44,54,76,64,51,38,55,64,52,71,70,53,53
42,48,40,58,44,67,58,55,42,67,70,34,47,61,52,51,55,68,35,66
55,47,44,47,67,54,40,39,44,67,74,49,44,51,50,67,74,52,45,40
56,57,42,59,66,63,53,37,38,68,66,45,60,49,48,68,39,47,39,60
46,50,46,56,54,60,66,34,40,66,59,47,53,66,65,51,56,51,44,41
52,51,48,54,59,42,64,24,43,69,65,51,42,47,61,57,51,69,54,61
50,62,41,48,71,55,53,42,45,66,60,43,36,65,60,57,69,39,33,54
64,51,40,61,68,59,67,34,31,67,61,49,41,46,52,52,60,68,27,58
62,55,58,48,43,69,51,33,34,70,78,38,52,40,54,57,67,62,26,65
42,56,50,60,49,74,33,34,36,64,56,50,52,51,57,59,61,78,43,54
46,38,38,53,63,52,57,49,40,75,80,43,53,59,46,66,52,55,28,68
55,47,43,46,66,58,77,31,44,59,81,36,54,47,46,64,55,55,32,62
51,52,39,59,49,58,86,37,33,66,61,44,56,47,56,57,38,61,42,50
40,40,56,42,67,57,50,30,37,69,73,47,49,68,63,59,49,78,33,46
49,61,41,60,43,69,77,57,32,56,69,50,41,49,59,44,57,66,33,52
53,60,42,59,49,55,56,37,36,57,69,42,54,34,57,63,59,59,45,66
59,59,38,65,42,63,61,39,57,69,74,31,42,53,63,50,51,63,46,42
53,51,47,38,57,55,55,33,42,61,69,53,57,49,48,64,54,64,54,50
64,52,58,54,62,61,50,27,31,65,77,33,42,46,44,54,64,70,45,60
63,41,41,57,56,57,60,26,47,72,78,50,53,44,53,52,61,62,39,49
70,38,42,43,54,76,56,25,47,60,73,50,45,54,51,48,51,71,40,52
60,50,64,52,57,54,61,48,43,51,69,35,48,51,40,57,49,61,40,55
55,50,43,57,48,61,57,54,38,72,63,51,51,50,58,52,58,59,31,42
54,58,51,59,56,62,59,34,29,66,67,48,46,57,52,47,65,59,44,39
48,35,42,58,53,64,51,41,39,77,57,51,56,55,47,60,64,58,52,47
44,58,45,53,56,56,77,37,48,62,64,37,48,50,43,50,53,60,48,52
52,48,37,40,62,53,58,30,48,71,70,51,41,58,57,51,63,62,44,57
64,58,54,42,56,51,57,41,53,63,57,53,57,40,37,54,43,52,49,65
67,56,38,49,56,57,69,41,30,75,63,46,48,52,56,57,54,46,29,62
56,40,44,50,54,64,61,36,40,60,73,49,57,38,50,42,58,69,52,64
52,53,48,60,53,59,59,41,58,67,58,50,44,45,50,54,37,71,34,53
68,39,53,56,31,57,54,37,42,66,57,40,40,66,56,59,62,73,44,55
62,73,42,43,58,39,36,39,47,58,78,51,63,53,49,51,42,65,42,55
52,55,52,44,46,60,46,30,44,71,70,53,47,57,59,56,58,55,41,52
58,53,50,58,54,47,60,31,46,66,64,57,40,50,46,53,53,74,37,59
55,47,35,72,54,49,57,44,47,64,63,51,48,44,57,54,50,55,52,53
64,62,42,54,52,61,55,37,39,49,75,31,61,39,63,55,57,72,46,58
42,42,56,66,44,66,55,33,43,82,77,51,32,49,49,54,58,57,31,64
61,50,50,66,52,39,61,38,37,63,72,43,51,48,48,59,61,71,39,46
65,48,53,43,47,47,64,54,31,59,60,47,49,46,68,71,57,59,42,49
41,56,53,52,60,50,75,43,47,57,73,38,42,40,47,52,64,62,51,62
48,63,52,50,45,67,39,41,46,65,68,56,50,47,52,44,52,67,43,57
48,62,54,47,57,64,35,54,39,62,76,47,49,42,52,57,49,76,48,48
55,58,28,65,56,38,42,33,48,72,86,56,38,49,53,52,64,59,47,51
64,50,42,72,44,62,48,46,34,65,78,34,42,44,53,57,39,70,46,52
64,56,43,54,65,43,54,45,43,47,66,61,65,43,68,50,57,45,46,51
57,53,47,47,62,64,44,29,48,67,71,63,43,44,58,54,55,70,39,56
63,61,56,60,44,77,52,42,44,77,66,35,40,33,58,54,52,56,40,59
51,51,48,46,53,47,55,42,46,63,66,56,45,62,47,40,55,70,37,78
59,50,53,49,41,61,68,37,59,58,76,34,46,45,47,49,54,73,34,58
51,47,51,48,62,58,53,32,46,66,73,48,51,42,78,54,54,61,37,48
60,68,50,42,51,56,60,37,57,62,56,44,53,47,51,65,51,75,47,39
65,42,46,39,52,49,60,37,44,49,79,46,50,45,60,66,70,61,46,52
68,60,58,47,57,62,47,43,53,53,77,32,44,45,52,57,59,58,43,44
53,53,34,57,58,55,67,34,23,69,66,45,43,50,49,65,59,64,57,55
54,29,49,50,60,48,46,56,24,75,67,39,54,57,48,58,61,75,41,59
62,42,38,60,50,68,61,46,41,68,61,43,48,39,60,52,38,72,49,54
48,56,45,44,61,57,64,44,37,69,73,43,47,59,42,60,52,59,55,43
52,45,48,42,74,54,37,48,24,50,62,47,46,74,50,54,71,73,53,58
57,40,50,37,58,72,65,35,39,62,69,52,37,43,55,70,67,79,32,43
42,55,50,51,51,49,59,46,38,62,80,36,55,57,43,56,58,73,60,45
54,46,59,61,62,55,62,36,31,62,66,47,40,46,73,50,56,68,36,44
47,61,46,67,61,66,47,22,34,60,60,34,56,42,55,71,56,59,45,58
57,51,63,61,56,65,62,40,21,62,70,57,42,43,58,52,52,54,43,50
54,54,46,62,61,59,31,28,48,75,68,39,42,74,56,59,43,67,46,52
54,50,37,63,37,65,59,49,41,72,53,55,51,42,46,59,55,66,42,55
49,50,48,56,47,60,62,51,24,57,67,62,58,39,62,64,52,50,40,58
43,55,42,39,51,51,70,41,32,62,51,40,78,74,59,55,59,76,29,53
48,38,48,47,47,66,48,57,43,61,61,44,52,25,69,65,66,77,36,53
49,56,50,62,67,39,53,36,44,67,72,52,36,48,35,73,64,62,42,44
54,51,38,50,66,44,55,36,38,68,63,43,51,61,37,59,61,72,49,59
64,64,45,61,55,62,54,28,53,64,75,54,41,44,52,39,54,54,51,38
46,46,36,60,60,65,54,35,33,68,83,51,58,52,50,54,56,73,42,53
48,62,36,68,47,49,57,40,38,65,75,50,48,57,56,47,61,75,55,36
63,56,47,55,50,60,64,41,47,69,64,57,48,51,54,48,54,65,27,54
41,45,38,67,61,57,67,39,38,60,71,45,53,48,57,46,65,73,45,44
51,47,39,57,62,51,47,56,45,62,70,61,48,60,59,58,42,54,38,54
40,49,43,39,64,50,67,35,45,84,68,54,43,53,48,54,61,63,43,56
49,41,47,63,60,73,60,40,42,53,55,38,56,40,55,64,54,65,45,55
51,44,49,57,52,56,54,51,40,55,68,45,50,53,49,61,63,72,32,52
56,36,44,70,43,64,67,39,36,55,80,48,56,46,52,51,57,73,35,52
52,47,42,73,45,54,43,50,40,69,80,42,60,52,46,60,66,47,43,46
45,55,54,55,64,56,69,35,34,72,64,64,44,46,63,45,46,62,46,41
66,44,59,31,45,60,62,30,49,62,65,38,42,54,55,58,51,71,50,69
49,59,47,49,47,51,64,40,29,71,65,47,48,61,53,57,49,77,49,45
61,43,39,54,53,72,57,28,42,65,63,61,46,53,47,50,57,70,36,61
55,56,51,65,50,55,44,41,44,68,68,29,52,52,58,40,68,78,43,44
65,54,47,62,57,53,66,38,34,56,64,45,53,64,65,70,57,50,28,39
51,54,55,39,56,47,55,48,38,61,70,39,49,55,54,59,71,66,39,50
48,59,35,43,66,58,57,35,48,72,70,44,37,37,62,56,48,71,47,57
50,56,34,59,49,55,55,31,34,74,71,45,37,66,44,63,49,69,48,53
56,50,57,59,67,48,45,42,38,67,71,45,59,38,57,58,44,62,45,50
53,44,39,54,59,51,52,40,48,67,65,49,61,44,64,61,60,63,30,45
58,55,37,54,60,65,53,33,30,72,57,48,38,52,56,61,52,58,51,65
61,57,50,52,66,61,46,41,36,62,60,54,61,45,56,48,36,82,36,44
47,65,50,43,44,58,65,43,51,62,71,39,49,60,40,53,67,77,25,59
65,50,52,46,37,63,58,51,49,55,68,42,48,46,34,56,73,72,40,52
66,49,40,46,62,63,55,25,49,63,65,37,52,45,58,60,60,78,45,50
53,54,31,62,66,64,51,48,33,56,75,55,48,54,45,68,55,64,36,43
57,57,50,59,68,63,61,38,34,62,73,55,40,38,60,49,54,70,42,36
40,69,66,46,61,62,63,44,27,62,59,48,47,46,56,48,49,56,40,59
52,52,43,65,45,68,73,35,44,64,65,51,49,51,60,53,61,61,30,41
41,56,35,69,49,66,63,42,45,59,75,48,41,51,42,66,50,63,47,60
42,40,49,56,57,58,63,37,50,67,70,41,55,54,62,54,36,70,52,49
57,48,41,54,53,58,74,42,40,64,66,45,39,59,64,42,68,65,32,57
58,57,47,55,46,63,68,30,37,64,71,46,47,31,63,52,61,61,38,64
49,51,50,43,65,62,59,35,34,62,86,53,51,56,39,44,72,59,45,40
54,46,40,58,43,65,65,39,47,68,73,54,34,41,45,70,61,76,41,45
63,42,58,53,53,59,58,49,31,64,60,42,50,62,55,42,44,71,39,60
54,52,34,38,58,69,48,35,55,68,62,48,42,58,56,51,61,73,50,39
50,52,47,52,56,51,53,38,42,65,69,49,47,48,59,46,51,65,58,50
66,55,40,48,63,53,60,47,39,68,64,35,47,51,55,56,51,75,45,55
56,54,34,46,55,54,44,31,44,81,63,47,67,42,66,60,46,75,57,39
49,47,42,42,45,60,61,39,32,75,62,65,60,65,64,56,67,53,40,44
47,54,62,50,54,58,62,34,34,60,77,42,56,38,54,61,57,75,40,47
75,45,35,48,52,61,43,59,37,55,53,38,49,48,55,51,56,71,46,62
57,57,65,53,52,67,61,54,37,53,69,35,42,50,61,60,44,56,32,56
56,54,44,65,45,56,50,29,39,60,67,46,43,59,49,47,51,73,67,56
54,49,37,51,51,52,41,52,50,69,57,46,56,56,50,56,53,78,44,53
54,56,30,43,61,67,55,44,53,54,81,51,39,61,53,57,65,62,34,44
51,45,26,56,54,50,61,46,39,52,80,51,51,52,50,59,54,79,47,35
58,46,34,59,59,65,57,47,38,66,72,43,46,64,44,64,65,69,37,33
53,54,45,69,60,51,66,46,31,48,78,60,49,44,49,56,60,57,37,50
42,46,47,40,41,54,56,38,48,70,87,44,51,47,30,60,60,86,44,64
54,51,37,56,52,62,62,33,42,71,64,35,45,43,72,64,59,68,36,57
46,52,43,50,39,57,61,40,44,68,65,53,52,55,45,46,47,73,58,62
44,47,43,52,50,68,59,24,57,73,67,44,59,67,55,57,52,76,30,48
59,44,34,46,52,68,44,30,37,59,84,54,56,47,53,51,61,66,36,61
55,57,43,36,51,66,69,52,45,48,73,48,49,46,62,56,43,59,38,62
52,43,48,60,61,64,55,41,27,54,74,37,41,50,58,56,61,80,46,58
61,63,35,63,62,47,58,19,40,49,64,46,57,45,46,62,69,57,41,62
50,48,43,59,47,58,53,29,35,69,71,36,58,30,59,65,44,73,56,71
55,45,52,46,79,56,67,37,44,54,72,46,43,56,60,43,54,56,43,47
63,46,33,46,68,61,40,34,42,57,66,35,47,70,53,60,47,77,41,57
60,53,51,56,54,59,48,45,50,65,63,44,46,38,61,45,45,72,34,64
51,54,38,48,45,57,60,37,43,69,74,52,52,53,50,50,42,69,49,61
43,55,43,63,51,51,62,32,51,57,52,43,64,41,67,51,53,79,47,53
40,55,46,54,58,50,50,37,44,78,54,49,43,48,69,53,75,66,53,42
47,59,45,59,63,53,45,29,43,78,66,44,59,51,63,32,64,64,37,58
62,45,47,52,59,50,57,50,39,71,66,39,42,51,45,72,53,63,45,52
52,53,52,61,44,65,61,45,41,62,73,47,56,48,42,49,44,60,34,66
54,37,30,49,40,71,61,40,42,81,70,44,46,54,54,58,58,67,49,59
54,36,47,57,72,61,54,39,35,65,74,28,49,56,54,49,52,72,44,55
52,46,49,49,60,58,49,41,52,57,75,43,40,57,56,69,57,68,43,48
66,54,52,46,52,57,60,46,47,61,70,40,54,36,40,40,61,59,38,69
53,57,42,59,51,55,59,37,34,59,75,59,41,54,37,52,40,83,49,52
42,46,63,56,53,74,53,28,47,73,70,59,44,44,49,47,53,55,38,70
58,60,41,50,60,55,58,38,38,60,90,31,43,43,51,68,54,71,36,61
53,54,46,48,50,63,58,33,29,51,68,43,54,53,61,56,67,70,42,47
59,52,60,49,62,63,53,40,43,61,64,30,47,55,58,52,44,72,42,58
57,51,47,55,42,56,60,43,35,64,77,46,57,66,53,42,51,69,35,59
54,78,50,38,47,57,56,29,28,62,63,49,53,60,54,47,64,86,42,50
43,50,44,62,58,62,49,29,34,82,61,43,47,59,55,40,54,66,60,58
52,46,49,41,57,65,46,33,28,78,71,42,37,56,64,60,51,63,65,57
63,37,41,67,44,58,61,56,21,67,68,45,35,68,58,64,51,63,37,66
58,54,46,38,58,52,56,45,34,66,62,33,52,56,57,45,50,75,54,67
63,52,58,48,45,52,49,43,42,65,62,45,66,42,57,52,65,68,30,52
59,51,47,51,53,45,58,44,40,76,61,41,55,54,57,74,53,62,46,34
37,75,46,60,65,42,49,38,39,59,62,47,50,54,45,55,57,69,45,62
42,59,47,36,48,65,64,41,38,69,74,40,43,60,51,59,51,73,53,47
55,53,46,50,64,56,49,39,39,70,74,42,45,48,57,45,60,73,44,54
63,51,38,47,62,41,62,47,40,54,73,51,52,63,49,53,50,59,48,57
44,39,46,55,47,75,68,38,45,68,71,44,53,39,63,53,66,73,36,46
47,64,37,55,57,61,56,44,25,53,81,40,54,62,52,65,51,50,47,56
51,52,47,55,54,62,36,37,32,71,73,54,49,47,52,58,57,67,53,48
51,55,43,66,50,61,43,51,41,63,70,48,59,43,43,37,58,60,53,55
49,50,50,70,61,56,58,28,42,62,64,37,57,57,45,54,63,56,54,41
59,49,57,74,54,64,47,45,42,69,58,51,50,63,38,40,53,56,30,67
46,49,48,58,69,50,60,42,61,60,67,45,49,39,48,48,50,66,48,55
51,57,43,50,75,48,50,52,41,61,68,51,51,40,57,53,60,61,38,52
60,53,31,48,52,46,52,48,37,81,64,44,53,56,62,59,75,61,26,64
36,64,29,57,48,63,75,20,39,58,81,30,54,53,54,68,68,65,45,48
45,69,50,58,56,53,62,27,37,51,64,53,55,38,56,59,56,63,49,52
47,54,32,50,39,58,66,40,56,51,65,39,53,65,45,67,47,57,36,74
51,47,46,67,49,61,43,42,40,60,69,57,51,53,46,49,59,68,43,52
41,51,45,49,58,45,65,35,46,59,58,47,63,60,46,51,54,71,37,67
57,53,48,54,59,57,67,32,27,83,84,45,52,53,50,45,59,63,47,42
50,66,34,49,57,57,62,35,39,54,77,55,50,49,59,59,60,55,41,51
47,59,39,51,47,68,51,33,38,70,66,51,44,61,49,57,61,73,41,51
60,47,45,48,54,59,57,45,37,75,66,56,49,34,42,66,60,74,43,44
46,40,45,60,57,59,50,42,33,67,71,48,45,43,68,54,67,60,42,53
48,46,49,57,53,62,59,36,41,63,71,50,51,52,45,37,59,72,48,44
54,53,44,56,62,45,57,37,41,68,70,36,60,53,56,36,59,68,51,51
51,54,45,58,63,62,55,43,42,63,74,53,56,51,54,51,39,66,29,49
58,54,35,38,57,49,76,32,44,71,62,35,55,43,54,67,56,75,43,53
40,49,63,59,57,47,43,57,44,63,70,44,39,55,47,74,55,59,48,47
61,43,46,50,49,29,53,42,49,80,81,52,39,47,55,57,58,56,55,67
59,57,28,49,60,55,67,40,33,68,66,44,44,54,49,52,56,74,51,50
63,57,48,61,56,75,46,26,46,45,53,45,58,66,52,59,60,58,26,55
61,57,45,68,47,70,64,39,24,75,72,49,54,60,36,63,49,56,37,44
53,35,35,67,65,58,60,39,24,59,68,45,47,45,49,59,58,74,49,63
58,51,56,60,66,41,60,46,42,64,74,57,39,45,54,33,51,69,44,49
57,54,43,51,49,62,65,44,41,68,59,54,45,48,61,65,40,55,39,57
42,39,50,70,48,53,64,28,40,75,66,58,62,50,51,44,61,56,38,57
59,61,48,54,54,66,56,34,35,72,60,44,55,47,38,51,42,68,39,59
57,59,44,38,62,82,47,41,44,54,76,50,47,44,55,58,53,61,42,52
38,48,54,39,47,64,73,39,38,53,70,50,41,60,59,60,67,56,41,55
53,61,41,56,68,51,60,45,42,67,74,41,47,44,40,55,62,54,47,42
50,62,51,48,65,63,58,49,39,52,66,32,56,34,52,65,45,64,43,62
47,60,45,51,41,55,54,37,41,69,71,47,63,60,54,57,52,60,38,51
55,57,49,46,50,60,62,42,30,58,72,42,38,52,59,48,61,71,35,54
42,71,44,49,51,29,59,32,40,58,67,53,53,60,54,66,59,72,46,60
46,51,43,45,50,56,49,41,55,73,75,54,37,47,39,45,60,62,62,63
68,59,48,50,41,62,52,29,48,62,75,42,42,54,47,64,55,53,31,64
53,46,42,45,62,55,59,38,32,82,77,44,53,60,55,52,57,59,42,60
54,44,34,60,54,56,54,44,40,62,65,44,56,61,51,64,61,49,39,55
62,50,43,44,55,56,61,38,34,55,72,49,39,49,73,61,62,68,45,51
56,58,42,38,61,57,61,38,45,57,60,42,54,55,63,46,72,61,44,55
63,64,50,57,56,66,52,52,40,66,71,40,39,37,47,44,56,60,35,51
40,53,48,65,57,58,56,32,24,60,70,46,51,41,51,56,68,79,35,48
48,58,55,48,64,48,50,42,49,68,85,40,59,53,45,53,47,67,41,47
56,48,46,47,54,46,63,43,51,69,72,57,49,41,44,57,57,72,38,52
54,41,46,61,56,59,49,44,46,58,66,55,50,53,62,57,55,63,39,43
47,63,52,48,59,49,55,37,38,68,69,48,35,40,51,56,60,69,56,72
61,54,46,53,61,50,51,30,49,63,68,53,45,46,63,45,54,72,31,52
59,35,40,55,73,56,45,34,35,69,73,59,53,51,57,47,70,71,34,53
49,48,37,44,44,60,56,47,36,71,71,53,45,52,51,67,52,66,43,64
49,52,30,61,55,62,59,50,49,67,57,33,52,50,52,51,60,74,45,56
55,52,39,70,53,58,54,46,34,72,50,44,44,55,47,38,61,65,57,65
46,49,35,35,49,60,52,48,37,71,85,51,45,45,51,62,66,63,31,55
