Season,Date,MatchWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2021-2022,2021-12-26,19,Tottenham,Crystal Palace,3,0,H
2021-2022,2021-12-26,19,West Ham,Southampton,2,3,A
2021-2022,2021-12-26,19,Aston Villa,Chelsea,1,3,A
2021-2022,2021-12-26,19,Brighton,Brentford,2,0,H
2021-2022,2021-12-27,19,Newcastle,Man United,1,1,D
2021-2022,2021-12-28,20,Crystal Palace,Norwich,3,0,H
2021-2022,2021-12-28,20,Southampton,Tottenham,1,1,D
2021-2022,2021-12-28,20,Watford,West Ham,1,4,A
2021-2022,2021-12-28,20,Leicester,Liverpool,1,0,H
2021-2022,2021-12-29,20,Chelsea,Brighton,1,1,D
2021-2022,2021-12-29,20,Brentford,Man City,0,1,A
2021-2022,2021-12-30,20,Man United,Burnley,3,1,H
2021-2022,2022-01-01,21,Arsenal,Man City,1,2,A
2021-2022,2022-01-01,21,Watford,Tottenham,0,1,A
2021-2022,2022-01-01,21,Crystal Palace,West Ham,2,3,A
2021-2022,2022-01-02,21,Brentford,Aston Villa,2,1,H
2021-2022,2022-01-02,21,Everton,Brighton,2,3,A
2021-2022,2022-01-02,21,Leeds,Burnley,3,1,H
2021-2022,2022-01-02,21,Chelsea,Liverpool,2,2,D
2021-2022,2022-01-03,21,Man United,Wolves,0,1,A
2021-2022,2022-01-11,21,Southampton,Brentford,4,1,H
2021-2022,2022-01-12,21,West Ham,Norwich,2,0,H
2021-2022,2022-01-14,22,Brighton,Crystal Palace,1,1,D
2021-2022,2022-01-15,22,Man City,Chelsea,1,0,H
2021-2022,2022-01-15,22,Newcastle,Watford,1,1,D
2021-2022,2022-01-15,22,Norwich,Everton,2,1,H
2021-2022,2022-01-15,22,Wolves,Southampton,3,1,H
2021-2022,2022-01-15,22,Aston Villa,Man United,2,2,D
2021-2022,2022-01-16,22,Liverpool,Brentford,3,0,H
2021-2022,2022-01-16,22,West Ham,Leeds,2,3,A
2021-2022,2022-01-18,22,Brighton,Chelsea,1,1,D
2021-2022,2022-01-19,22,Leicester,Tottenham,2,3,A
2021-2022,2022-01-19,22,Brentford,Man United,1,3,A
2021-2022,2022-01-21,23,Watford,Norwich,0,3,A
2021-2022,2022-01-22,23,Everton,Aston Villa,0,1,A
2021-2022,2022-01-22,23,Brentford,Wolves,1,2,A
2021-2022,2022-01-22,23,Leeds,Newcastle,0,1,A
2021-2022,2022-01-22,23,Man United,West Ham,1,0,H
2021-2022,2022-01-22,23,Southampton,Man City,1,1,D
2021-2022,2022-01-23,23,Arsenal,Burnley,0,0,D
2021-2022,2022-01-23,23,Crystal Palace,Liverpool,1,3,A
2021-2022,2022-01-23,23,Leicester,Brighton,1,1,D
2021-2022,2022-01-23,23,Chelsea,Tottenham,2,0,H
2021-2022,2022-02-05,23,Burnley,Watford,0,0,D
2021-2022,2022-02-08,24,Newcastle,Everton,3,1,H
2021-2022,2022-02-08,24,West Ham,Watford,1,0,H
2021-2022,2022-02-08,24,Burnley,Man United,1,1,D
2021-2022,2022-02-09,24,Man City,Brentford,2,0,H
2021-2022,2022-02-09,24,Norwich,Crystal Palace,1,1,D
2021-2022,2022-02-09,24,Tottenham,Southampton,2,3,A
2021-2022,2022-02-09,24,Aston Villa,Leeds,3,3,D
2021-2022,2022-02-10,24,Liverpool,Leicester,2,0,H
2021-2022,2022-02-10,24,Wolves,Arsenal,0,1,A
2021-2022,2022-02-12,25,Man United,Southampton,1,1,D
2021-2022,2022-02-12,25,Brentford,Crystal Palace,0,0,D
2021-2022,2022-02-12,25,Everton,Leeds,3,0,H
2021-2022,2022-02-12,25,Watford,Brighton,0,2,A
2021-2022,2022-02-12,25,Norwich,Man City,0,4,A
2021-2022,2022-02-13,25,Burnley,Liverpool,0,1,A
2021-2022,2022-02-13,25,Newcastle,Aston Villa,1,0,H
2021-2022,2022-02-13,25,Tottenham,Wolves,0,2,A
2021-2022,2022-02-13,25,Leicester,West Ham,2,2,D
2021-2022,2022-02-15,25,Man United,Brighton,2,0,H
2021-2022,2022-02-19,26,West Ham,Newcastle,1,1,D
2021-2022,2022-02-19,26,Arsenal,Brentford,2,1,H
2021-2022,2022-02-19,26,Aston Villa,Watford,0,1,A
2021-2022,2022-02-19,26,Brighton,Burnley,0,3,A
2021-2022,2022-02-19,26,Crystal Palace,Chelsea,0,1,A
2021-2022,2022-02-19,26,Liverpool,Norwich,3,1,H
2021-2022,2022-02-19,26,Southampton,Everton,2,0,H
2021-2022,2022-02-19,26,Man City,Tottenham,2,3,A
2021-2022,2022-02-20,26,Leeds,Man United,2,4,A
2021-2022,2022-02-20,26,Wolves,Leicester,2,1,H
2021-2022,2022-02-23,26,Burnley,Tottenham,1,0,H
2021-2022,2022-02-23,26,Watford,Crystal Palace,1,4,A
2021-2022,2022-02-23,26,Liverpool,Leeds,6,0,H
2021-2022,2022-02-24,26,Arsenal,Wolves,2,1,H
2021-2022,2022-02-25,27,Southampton,Norwich,2,0,H
2021-2022,2022-02-26,27,Leeds,Tottenham,0,4,A
2021-2022,2022-02-26,27,Brentford,Newcastle,0,2,A
2021-2022,2022-02-26,27,Crystal Palace,Burnley,1,1,D
2021-2022,2022-02-26,27,Man United,Watford,0,0,D
2021-2022,2022-02-26,27,Brighton,Aston Villa,0,2,A
2021-2022,2022-02-26,27,Everton,Man City,0,1,A
2021-2022,2022-02-27,27,West Ham,Wolves,1,0,H
2021-2022,2022-03-01,27,Burnley,Leicester,0,2,A
2021-2022,2022-03-05,28,Leicester,Leeds,1,0,H
2021-2022,2022-03-05,28,Aston Villa,Southampton,4,0,H
2021-2022,2022-03-05,28,Burnley,Chelsea,0,4,A
2021-2022,2022-03-05,28,Newcastle,Brighton,2,1,H
2021-2022,2022-03-05,28,Norwich,Brentford,1,3,A
2021-2022,2022-03-05,28,Wolves,Crystal Palace,0,2,A
2021-2022,2022-03-05,28,Liverpool,West Ham,1,0,H
2021-2022,2022-03-06,28,Watford,Arsenal,2,3,A
2021-2022,2022-03-06,28,Man City,Man United,4,1,H
2021-2022,2022-03-07,28,Tottenham,Everton,5,0,H
2021-2022,2022-03-10,28,Norwich,Chelsea,1,3,A
2021-2022,2022-03-10,28,Southampton,Newcastle,1,2,A
2021-2022,2022-03-10,28,Wolves,Watford,4,0,H
2021-2022,2022-03-10,28,Leeds,Aston Villa,0,3,A
2021-2022,2022-03-12,29,Brighton,Liverpool,0,2,A
2021-2022,2022-03-12,29,Brentford,Burnley,2,0,H
2021-2022,2022-03-12,29,Man United,Tottenham,3,2,H
2021-2022,2022-03-13,29,Chelsea,Newcastle,1,0,H
2021-2022,2022-03-13,29,Everton,Wolves,0,1,A
2021-2022,2022-03-13,29,Leeds,Norwich,2,1,H
2021-2022,2022-03-13,29,Southampton,Watford,1,2,A
2021-2022,2022-03-13,29,West Ham,Aston Villa,2,1,H
2021-2022,2022-03-13,29,Arsenal,Leicester,2,0,H
2021-2022,2022-03-14,29,Crystal Palace,Man City,0,0,D
2021-2022,2022-03-16,29,Brighton,Tottenham,0,2,A
2021-2022,2022-03-16,29,Arsenal,Liverpool,0,2,A
2021-2022,2022-03-17,29,Everton,Newcastle,1,0,H
2021-2022,2022-03-18,30,Wolves,Leeds,2,3,A
2021-2022,2022-03-19,30,Aston Villa,Arsenal,0,1,A
2021-2022,2022-03-20,30,Leicester,Brentford,2,1,H
2021-2022,2022-03-20,30,Tottenham,West Ham,3,1,H
2021-2022,2022-04-02,31,Liverpool,Watford,2,0,H
2021-2022,2022-04-02,31,Brighton,Norwich,0,0,D
2021-2022,2022-04-02,31,Burnley,Man City,0,2,A
2021-2022,2022-04-02,31,Chelsea,Brentford,1,4,A
2021-2022,2022-04-02,31,Leeds,Southampton,1,1,D
2021-2022,2022-04-02,31,Wolves,Aston Villa,2,1,H
2021-2022,2022-04-02,31,Man United,Leicester,1,1,D
2021-2022,2022-04-03,31,West Ham,Everton,2,1,H
2021-2022,2022-04-03,31,Tottenham,Newcastle,5,1,H
2021-2022,2022-04-04,31,Crystal Palace,Arsenal,3,0,H
2021-2022,2022-04-06,31,Burnley,Everton,3,2,H
2021-2022,2022-04-08,32,Newcastle,Wolves,1,0,H
2021-2022,2022-04-09,32,Everton,Man United,1,0,H
2021-2022,2022-04-09,32,Arsenal,Brighton,1,2,A
2021-2022,2022-04-09,32,Southampton,Chelsea,0,6,A
2021-2022,2022-04-09,32,Watford,Leeds,0,3,A
2021-2022,2022-04-09,32,Aston Villa,Tottenham,0,4,A
2021-2022,2022-04-10,32,Brentford,West Ham,2,0,H
2021-2022,2022-04-10,32,Leicester,Crystal Palace,2,1,H
2021-2022,2022-04-10,32,Norwich,Burnley,2,0,H
2021-2022,2022-04-10,32,Man City,Liverpool,2,2,D
2021-2022,2022-04-16,33,Tottenham,Brighton,0,1,A
2021-2022,2022-04-16,33,Man United,Norwich,3,2,H
2021-2022,2022-04-16,33,Southampton,Arsenal,1,0,H
2021-2022,2022-04-16,33,Watford,Brentford,1,2,A
2021-2022,2022-04-17,33,Newcastle,Leicester,2,1,H
2021-2022,2022-04-17,33,West Ham,Burnley,1,1,D
2021-2022,2022-04-19,33,Liverpool,Man United,4,0,H
2021-2022,2022-04-20,33,Chelsea,Arsenal,2,4,A
2021-2022,2022-04-20,33,Everton,Leicester,1,1,D
2021-2022,2022-04-20,33,Newcastle,Crystal Palace,1,0,H
2021-2022,2022-04-20,33,Man City,Brighton,3,0,H
2021-2022,2022-04-21,33,Burnley,Southampton,2,0,H
2021-2022,2022-04-23,34,Arsenal,Man United,3,1,H
2021-2022,2022-04-23,34,Leicester,Aston Villa,0,0,D
2021-2022,2022-04-23,34,Man City,Watford,5,1,H
2021-2022,2022-04-23,34,Norwich,Newcastle,0,3,A
2021-2022,2022-04-23,34,Brentford,Tottenham,0,0,D
2021-2022,2022-04-24,34,Brighton,Southampton,2,2,D
2021-2022,2022-04-24,34,Burnley,Wolves,1,0,H
2021-2022,2022-04-24,34,Chelsea,West Ham,1,0,H
2021-2022,2022-04-24,34,Liverpool,Everton,2,0,H
2021-2022,2022-04-25,34,Crystal Palace,Leeds,0,0,D
2021-2022,2022-04-28,34,Man United,Chelsea,1,1,D
2021-2022,2022-04-30,35,Newcastle,Liverpool,0,1,A
2021-2022,2022-04-30,35,Aston Villa,Norwich,2,0,H
2021-2022,2022-04-30,35,Southampton,Crystal Palace,1,2,A
2021-2022,2022-04-30,35,Watford,Burnley,1,2,A
2021-2022,2022-04-30,35,Wolves,Brighton,0,3,A
2021-2022,2022-04-30,35,Leeds,Man City,0,4,A
2021-2022,2022-05-01,35,Everton,Chelsea,1,0,H
2021-2022,2022-05-01,35,Tottenham,Leicester,3,1,H
2021-2022,2022-05-01,35,West Ham,Arsenal,1,2,A
2021-2022,2022-05-02,35,Man United,Brentford,3,0,H
2021-2022,2022-05-07,36,Brentford,Southampton,3,0,H
2021-2022,2022-05-07,36,Burnley,Aston Villa,1,3,A
2021-2022,2022-05-07,36,Chelsea,Wolves,2,2,D
2021-2022,2022-05-07,36,Crystal Palace,Watford,1,0,H
2021-2022,2022-05-07,36,Brighton,Man United,4,0,H
2021-2022,2022-05-07,36,Liverpool,Tottenham,1,1,D
2021-2022,2022-05-08,36,Arsenal,Leeds,2,1,H
2021-2022,2022-05-08,36,Leicester,Everton,1,2,A
2021-2022,2022-05-08,36,Norwich,West Ham,0,4,A
2021-2022,2022-05-08,36,Man City,Newcastle,5,0,H
2021-2022,2022-05-10,36,Aston Villa,Liverpool,1,2,A
2021-2022,2022-05-11,36,Leeds,Chelsea,0,3,A
2021-2022,2022-05-11,36,Leicester,Norwich,3,0,H
2021-2022,2022-05-11,36,Watford,Everton,0,0,D
2021-2022,2022-05-11,36,Wolves,Man City,1,5,A
2021-2022,2022-05-12,36,Tottenham,Arsenal,3,0,H
2021-2022,2022-05-15,37,Tottenham,Burnley,1,0,H
2021-2022,2022-05-15,37,Aston Villa,Crystal Palace,1,1,D
2021-2022,2022-05-15,37,Leeds,Brighton,1,1,D
2021-2022,2022-05-15,37,Watford,Leicester,1,5,A
2021-2022,2022-05-15,37,West Ham,Man City,2,2,D
2021-2022,2022-05-15,37,Wolves,Norwich,1,1,D
2021-2022,2022-05-15,37,Everton,Brentford,2,3,A
2021-2022,2022-05-16,37,Newcastle,Arsenal,2,0,H
2021-2022,2022-05-17,37,Southampton,Liverpool,1,2,A
2021-2022,2022-05-19,37,Everton,Crystal Palace,3,2,H
2021-2022,2022-05-19,37,Aston Villa,Burnley,1,1,D
2021-2022,2022-05-19,37,Chelsea,Leicester,1,1,D
2021-2022,2022-05-22,38,Arsenal,Everton,5,1,H
2021-2022,2022-05-22,38,Brentford,Leeds,1,2,A
2021-2022,2022-05-22,38,Brighton,West Ham,3,1,H
2021-2022,2022-05-22,38,Burnley,Newcastle,1,2,A
2021-2022,2022-05-22,38,Chelsea,Watford,2,1,H
2021-2022,2022-05-22,38,Crystal Palace,Man United,1,0,H
2021-2022,2022-05-22,38,Leicester,Southampton,4,1,H
2021-2022,2022-05-22,38,Liverpool,Wolves,3,1,H
2021-2022,2022-05-22,38,Man City,Aston Villa,3,2,H
2021-2022,2022-05-22,38,Norwich,Tottenham,0,5,A
2022-2023,2022-08-05,1,Crystal Palace,Arsenal,0,2,A
2022-2023,2022-08-06,1,Fulham,Liverpool,2,2,D
2022-2023,2022-08-06,1,Bournemouth,Aston Villa,2,0,H
2022-2023,2022-08-06,1,Leeds,Wolves,2,1,H
2022-2023,2022-08-06,1,Newcastle,Nott'm Forest,2,0,H
2022-2023,2022-08-06,1,Tottenham,Southampton,4,1,H
2022-2023,2022-08-06,1,Everton,Chelsea,0,1,A
2022-2023,2022-08-07,1,Leicester,Brentford,2,2,D
2022-2023,2022-08-07,1,Man United,Brighton,1,2,A
2022-2023,2022-08-07,1,West Ham,Man City,0,2,A
2022-2023,2022-08-13,2,Aston Villa,Everton,2,1,H
2022-2023,2022-08-13,2,Arsenal,Leicester,4,2,H
2022-2023,2022-08-13,2,Brighton,Newcastle,0,0,D
2022-2023,2022-08-13,2,Man City,Bournemouth,4,0,H
2022-2023,2022-08-13,2,Southampton,Leeds,2,2,D
2022-2023,2022-08-13,2,Wolves,Fulham,0,0,D
2022-2023,2022-08-13,2,Brentford,Man United,4,0,H
2022-2023,2022-08-14,2,Nott'm Forest,West Ham,1,0,H
2022-2023,2022-08-14,2,Chelsea,Tottenham,2,2,D
2022-2023,2022-08-15,2,Liverpool,Crystal Palace,1,1,D
2022-2023,2022-08-20,3,Tottenham,Wolves,1,0,H
2022-2023,2022-08-20,3,Crystal Palace,Aston Villa,3,1,H
2022-2023,2022-08-20,3,Everton,Nott'm Forest,1,1,D
2022-2023,2022-08-20,3,Fulham,Brentford,3,2,H
2022-2023,2022-08-20,3,Leicester,Southampton,1,2,A
2022-2023,2022-08-20,3,Bournemouth,Arsenal,0,3,A
2022-2023,2022-08-21,3,Leeds,Chelsea,3,0,H
2022-2023,2022-08-21,3,West Ham,Brighton,0,2,A
2022-2023,2022-08-21,3,Newcastle,Man City,3,3,D
2022-2023,2022-08-22,3,Man United,Liverpool,2,1,H
2022-2023,2022-08-27,4,Southampton,Man United,0,1,A
2022-2023,2022-08-27,4,Brentford,Everton,1,1,D
2022-2023,2022-08-27,4,Brighton,Leeds,1,0,H
2022-2023,2022-08-27,4,Chelsea,Leicester,2,1,H
2022-2023,2022-08-27,4,Liverpool,Bournemouth,9,0,H
2022-2023,2022-08-27,4,Man City,Crystal Palace,4,2,H
2022-2023,2022-08-27,4,Arsenal,Fulham,2,1,H
2022-2023,2022-08-28,4,Aston Villa,West Ham,0,1,A
2022-2023,2022-08-28,4,Wolves,Newcastle,1,1,D
2022-2023,2022-08-28,4,Nott'm Forest,Tottenham,0,2,A
2022-2023,2022-08-30,5,Crystal Palace,Brentford,1,1,D
2022-2023,2022-08-30,5,Fulham,Brighton,2,1,H
2022-2023,2022-08-30,5,Southampton,Chelsea,2,1,H
2022-2023,2022-08-30,5,Leeds,Everton,1,1,D
2022-2023,2022-08-31,5,Arsenal,Aston Villa,2,1,H
2022-2023,2022-08-31,5,Bournemouth,Wolves,0,0,D
2022-2023,2022-08-31,5,Man City,Nott'm Forest,6,0,H
2022-2023,2022-08-31,5,West Ham,Tottenham,1,1,D
2022-2023,2022-08-31,5,Liverpool,Newcastle,2,1,H
2022-2023,2022-09-01,5,Leicester,Man United,0,1,A
2022-2023,2022-09-03,6,Everton,Liverpool,0,0,D
2022-2023,2022-09-03,6,Brentford,Leeds,5,2,H
2022-2023,2022-09-03,6,Chelsea,West Ham,2,1,H
2022-2023,2022-09-03,6,Newcastle,Crystal Palace,0,0,D
2022-2023,2022-09-03,6,Nott'm Forest,Bournemouth,2,3,A
2022-2023,2022-09-03,6,Tottenham,Fulham,2,1,H
2022-2023,2022-09-03,6,Wolves,Southampton,1,0,H
2022-2023,2022-09-03,6,Aston Villa,Man City,1,1,D
2022-2023,2022-09-04,6,Brighton,Leicester,5,2,H
2022-2023,2022-09-04,6,Man United,Arsenal,3,1,H
2022-2023,2022-09-16,8,Aston Villa,Southampton,1,0,H
2022-2023,2022-09-16,8,Nott'm Forest,Fulham,2,3,A
2022-2023,2022-09-17,8,Wolves,Man City,0,3,A
2022-2023,2022-09-17,8,Newcastle,Bournemouth,1,1,D
2022-2023,2022-09-17,8,Tottenham,Leicester,6,2,H
2022-2023,2022-09-18,8,Brentford,Arsenal,0,3,A
2022-2023,2022-09-18,8,Everton,West Ham,1,0,H
2022-2023,2022-10-01,9,Arsenal,Tottenham,3,1,H
2022-2023,2022-10-01,9,Bournemouth,Brentford,0,0,D
2022-2023,2022-10-01,9,Crystal Palace,Chelsea,1,2,A
2022-2023,2022-10-01,9,Fulham,Newcastle,1,4,A
2022-2023,2022-10-01,9,Liverpool,Brighton,3,3,D
2022-2023,2022-10-01,9,Southampton,Everton,1,2,A
2022-2023,2022-10-01,9,West Ham,Wolves,2,0,H
2022-2023,2022-10-02,9,Man City,Man United,6,3,H
2022-2023,2022-10-02,9,Leeds,Aston Villa,0,0,D
2022-2023,2022-10-03,9,Leicester,Nott'm Forest,4,0,H
2022-2023,2022-10-08,10,Bournemouth,Leicester,2,1,H
2022-2023,2022-10-08,10,Chelsea,Wolves,3,0,H
2022-2023,2022-10-08,10,Man City,Southampton,4,0,H
2022-2023,2022-10-08,10,Newcastle,Brentford,5,1,H
2022-2023,2022-10-08,10,Brighton,Tottenham,0,1,A
2022-2023,2022-10-09,10,Crystal Palace,Leeds,2,1,H
2022-2023,2022-10-09,10,West Ham,Fulham,3,1,H
2022-2023,2022-10-09,10,Arsenal,Liverpool,3,2,H
2022-2023,2022-10-09,10,Everton,Man United,1,2,A
2022-2023,2022-10-10,10,Nott'm Forest,Aston Villa,1,1,D
2022-2023,2022-10-14,11,Brentford,Brighton,2,0,H
2022-2023,2022-10-15,11,Leicester,Crystal Palace,0,0,D
2022-2023,2022-10-15,11,Fulham,Bournemouth,2,2,D
2022-2023,2022-10-15,11,Wolves,Nott'm Forest,1,0,H
2022-2023,2022-10-15,11,Tottenham,Everton,2,0,H
2022-2023,2022-10-16,11,Aston Villa,Chelsea,0,2,A
2022-2023,2022-10-16,11,Leeds,Arsenal,0,1,A
2022-2023,2022-10-16,11,Man United,Newcastle,0,0,D
2022-2023,2022-10-16,11,Southampton,West Ham,1,1,D
2022-2023,2022-10-16,11,Liverpool,Man City,1,0,H
2022-2023,2022-10-18,12,Brighton,Nott'm Forest,0,0,D
2022-2023,2022-10-18,12,Crystal Palace,Wolves,2,1,H
2022-2023,2022-10-19,12,Bournemouth,Southampton,0,1,A
2022-2023,2022-10-19,12,Brentford,Chelsea,0,0,D
2022-2023,2022-10-19,12,Liverpool,West Ham,1,0,H
2022-2023,2022-10-19,12,Newcastle,Everton,1,0,H
2022-2023,2022-10-19,12,Man United,Tottenham,2,0,H
2022-2023,2022-10-20,12,Fulham,Aston Villa,3,0,H
2022-2023,2022-10-20,12,Leicester,Leeds,2,0,H
2022-2023,2022-10-22,13,Nott'm Forest,Liverpool,1,0,H
2022-2023,2022-10-22,13,Everton,Crystal Palace,3,0,H
2022-2023,2022-10-22,13,Man City,Brighton,3,1,H
2022-2023,2022-10-22,13,Chelsea,Man United,1,1,D
2022-2023,2022-10-23,13,Aston Villa,Brentford,4,0,H
2022-2023,2022-10-23,13,Leeds,Fulham,2,3,A
2022-2023,2022-10-23,13,Southampton,Arsenal,1,1,D
2022-2023,2022-10-23,13,Wolves,Leicester,0,4,A
2022-2023,2022-10-23,13,Tottenham,Newcastle,1,2,A
2022-2023,2022-10-24,13,West Ham,Bournemouth,2,0,H
2022-2023,2022-10-29,14,Leicester,Man City,0,1,A
2022-2023,2022-10-29,14,Bournemouth,Tottenham,2,3,A
2022-2023,2022-10-29,14,Brentford,Wolves,1,1,D
2022-2023,2022-10-29,14,Brighton,Chelsea,4,1,H
2022-2023,2022-10-29,14,Crystal Palace,Southampton,1,0,H
2022-2023,2022-10-29,14,Newcastle,Aston Villa,4,0,H
2022-2023,2022-10-29,14,Fulham,Everton,0,0,D
2022-2023,2022-10-29,14,Liverpool,Leeds,1,2,A
2022-2023,2022-10-30,14,Arsenal,Nott'm Forest,5,0,H
2022-2023,2022-10-30,14,Man United,West Ham,1,0,H
2022-2023,2022-11-05,15,Leeds,Bournemouth,4,3,H
2022-2023,2022-11-05,15,Man City,Fulham,2,1,H
2022-2023,2022-11-05,15,Nott'm Forest,Brentford,2,2,D
2022-2023,2022-11-05,15,Wolves,Brighton,2,3,A
2022-2023,2022-11-05,15,Everton,Leicester,0,2,A
2022-2023,2022-11-06,15,Chelsea,Arsenal,0,1,A
2022-2023,2022-11-06,15,Aston Villa,Man United,3,1,H
2022-2023,2022-11-06,15,Southampton,Newcastle,1,4,A
2022-2023,2022-11-06,15,West Ham,Crystal Palace,1,2,A
2022-2023,2022-11-06,15,Tottenham,Liverpool,1,2,A
2022-2023,2022-11-12,16,Man City,Brentford,1,2,A
2022-2023,2022-11-12,16,Bournemouth,Everton,3,0,H
2022-2023,2022-11-12,16,Liverpool,Southampton,3,1,H
2022-2023,2022-11-12,16,Nott'm Forest,Crystal Palace,1,0,H
2022-2023,2022-11-12,16,Tottenham,Leeds,4,3,H
2022-2023,2022-11-12,16,West Ham,Leicester,0,2,A
2022-2023,2022-11-12,16,Newcastle,Chelsea,1,0,H
2022-2023,2022-11-12,16,Wolves,Arsenal,0,2,A
2022-2023,2022-11-13,16,Brighton,Aston Villa,1,2,A
2022-2023,2022-11-13,16,Fulham,Man United,1,2,A
2022-2023,2022-12-26,17,Brentford,Tottenham,2,2,D
2022-2023,2022-12-26,17,Crystal Palace,Fulham,0,3,A
2022-2023,2022-12-26,17,Everton,Wolves,1,2,A
2022-2023,2022-12-26,17,Leicester,Newcastle,0,3,A
2022-2023,2022-12-26,17,Southampton,Brighton,1,3,A
2022-2023,2022-12-26,17,Aston Villa,Liverpool,1,3,A
2022-2023,2022-12-26,17,Arsenal,West Ham,3,1,H
2022-2023,2022-12-27,17,Chelsea,Bournemouth,2,0,H
2022-2023,2022-12-27,17,Man United,Nott'm Forest,3,0,H
2022-2023,2022-12-28,17,Leeds,Man City,1,3,A
2022-2023,2022-12-30,18,West Ham,Brentford,0,2,A
2022-2023,2022-12-30,18,Liverpool,Leicester,2,1,H
2022-2023,2022-12-31,18,Wolves,Man United,0,1,A
2022-2023,2022-12-31,18,Bournemouth,Crystal Palace,0,2,A
2022-2023,2022-12-31,18,Fulham,Southampton,2,1,H
2022-2023,2022-12-31,18,Man City,Everton,1,1,D
2022-2023,2022-12-31,18,Newcastle,Leeds,0,0,D
2022-2023,2022-12-31,18,Brighton,Arsenal,2,4,A
2022-2023,2023-01-01,18,Tottenham,Aston Villa,0,2,A
2022-2023,2023-01-01,18,Nott'm Forest,Chelsea,1,1,D
2022-2023,2023-01-02,19,Brentford,Liverpool,3,1,H
2022-2023,2023-01-03,19,Arsenal,Newcastle,0,0,D
2022-2023,2023-01-03,19,Everton,Brighton,1,4,A
2022-2023,2023-01-03,19,Leicester,Fulham,0,1,A
2022-2023,2023-01-03,19,Man United,Bournemouth,3,0,H
2022-2023,2023-01-04,19,Southampton,Nott'm Forest,0,1,A
2022-2023,2023-01-04,19,Leeds,West Ham,2,2,D
2022-2023,2023-01-04,19,Aston Villa,Wolves,1,1,D
2022-2023,2023-01-04,19,Crystal Palace,Tottenham,0,4,A
2022-2023,2023-01-05,19,Chelsea,Man City,0,1,A
2022-2023,2023-01-12,19,Fulham,Chelsea,2,1,H
2022-2023,2023-01-13,20,Aston Villa,Leeds,2,1,H
2022-2023,2023-01-14,20,Man United,Man City,2,1,H
2022-2023,2023-01-14,20,Brighton,Liverpool,3,0,H
2022-2023,2023-01-14,20,Everton,Southampton,1,2,A
2022-2023,2023-01-14,20,Nott'm Forest,Leicester,2,0,H
2022-2023,2023-01-14,20,Wolves,West Ham,1,0,H
2022-2023,2023-01-14,20,Brentford,Bournemouth,2,0,H
2022-2023,2023-01-15,20,Chelsea,Crystal Palace,1,0,H
2022-2023,2023-01-15,20,Newcastle,Fulham,1,0,H
2022-2023,2023-01-15,20,Tottenham,Arsenal,0,2,A
2022-2023,2023-01-18,20,Crystal Palace,Man United,1,1,D
2022-2023,2023-01-19,20,Man City,Tottenham,4,2,H
2022-2023,2023-01-21,21,Liverpool,Chelsea,0,0,D
2022-2023,2023-01-21,21,Bournemouth,Nott'm Forest,1,1,D
2022-2023,2023-01-21,21,Leicester,Brighton,2,2,D
2022-2023,2023-01-21,21,Southampton,Aston Villa,0,1,A
2022-2023,2023-01-21,21,West Ham,Everton,2,0,H
2022-2023,2023-01-21,21,Crystal Palace,Newcastle,0,0,D
2022-2023,2023-01-22,21,Leeds,Brentford,0,0,D
2022-2023,2023-01-22,21,Man City,Wolves,3,0,H
2022-2023,2023-01-22,21,Arsenal,Man United,3,2,H
2022-2023,2023-01-23,21,Fulham,Tottenham,0,1,A
2022-2023,2023-02-03,22,Chelsea,Fulham,0,0,D
2022-2023,2023-02-04,22,Everton,Arsenal,1,0,H
2022-2023,2023-02-04,22,Aston Villa,Leicester,2,4,A
2022-2023,2023-02-04,22,Brentford,Southampton,3,0,H
2022-2023,2023-02-04,22,Brighton,Bournemouth,1,0,H
2022-2023,2023-02-04,22,Man United,Crystal Palace,2,1,H
2022-2023,2023-02-04,22,Wolves,Liverpool,3,0,H
2022-2023,2023-02-04,22,Newcastle,West Ham,1,1,D
2022-2023,2023-02-05,22,Nott'm Forest,Leeds,1,0,H
2022-2023,2023-02-05,22,Tottenham,Man City,1,0,H
2022-2023,2023-02-08,22,Man United,Leeds,2,2,D
2022-2023,2023-02-11,23,West Ham,Chelsea,1,1,D
2022-2023,2023-02-11,23,Arsenal,Brentford,1,1,D
2022-2023,2023-02-11,23,Crystal Palace,Brighton,1,1,D
2022-2023,2023-02-11,23,Fulham,Nott'm Forest,2,0,H
2022-2023,2023-02-11,23,Leicester,Tottenham,4,1,H
2022-2023,2023-02-11,23,Southampton,Wolves,1,2,A
2022-2023,2023-02-11,23,Bournemouth,Newcastle,1,1,D
2022-2023,2023-02-12,23,Leeds,Man United,0,2,A
2022-2023,2023-02-12,23,Man City,Aston Villa,3,1,H
2022-2023,2023-02-13,23,Liverpool,Everton,2,0,H
2022-2023,2023-02-15,23,Arsenal,Man City,1,3,A
2022-2023,2023-02-18,24,Aston Villa,Arsenal,2,4,A
2022-2023,2023-02-18,24,Brentford,Crystal Palace,1,1,D
2022-2023,2023-02-18,24,Brighton,Fulham,0,1,A
2022-2023,2023-02-18,24,Chelsea,Southampton,0,1,A
2022-2023,2023-02-18,24,Everton,Leeds,1,0,H
2022-2023,2023-02-18,24,Nott'm Forest,Man City,1,1,D
